timestamp,operator,part_id,order_id,reel,DIM 1,DIM 1_result,DIM 2,DIM 2_result,DIM 3,DIM 3_result,DIM 4,DIM 4_result,DIM 5,DIM 5_result,DIM 6,DIM 6_result
2025-11-05T08:50:08,CG,SP-001-25,MO00256002,3,0.3665,OK,7.3105,OK,1.0185,HIGH,7.312,OK,0.374,OK,16.2645,OK
2025-11-05T08:51:46,CG,SP-001-25,MO00256002,3,0.364,OK,7.3205,OK,1.0125,HIGH,7.3085,OK,0.3745,OK,16.269,OK
2025-11-05T08:52:59,CG,SP-001-25,MO00256002,3,0.3675,OK,7.311,OK,1.016,HIGH,7.3185,OK,0.368,OK,16.2595,OK
2025-11-05T09:29:27,CG,SP-001-25,MO00256002,3,0.3665,OK,7.31,OK,1.0125,HIGH,7.3155,OK,0.377,OK,16.2755,OK
2025-11-05T09:31:30,CG,SP-001-25,MO00256002,3,0.372,OK,7.3135,OK,1.012,HIGH,7.308,OK,0.378,OK,16.2695,OK
2025-11-05T09:37:57,CG,SP-001-25,MO00256002,3,0.37,OK,7.3245,OK,1.013,HIGH,7.3265,OK,0.374,OK,16.2715,OK
2025-11-05T10:30:12,CG,SP-001-25,MO00256002,3,0.378,OK,7.3135,OK,1.0115,HIGH,7.308,OK,0.3795,OK,16.269,OK
2025-11-05T10:31:32,CG,SP-001-25,MO00256002,3,0.3785,OK,7.322,OK,1.015,HIGH,7.3035,OK,0.372,OK,16.2605,OK
2025-11-05T10:32:57,CG,SP-001-25,MO00256002,3,0.374,OK,7.303,OK,1.012,HIGH,7.3105,OK,0.3755,OK,16.268,OK
2025-11-05T11:10:31,CG,SP-001-25,MO00256002,3,0.3775,OK,7.302,OK,1.012,HIGH,7.3155,OK,0.38,OK,16.2585,OK
2025-11-05T11:14:30,CG,SP-001-25,MO00256002,3,0.372,OK,7.307,OK,1.0135,HIGH,7.27.3089299999999999,OK,0.3755,OK,16.274,OK
2025-11-05T11:15:48,CG,SP-001-25,MO00256002,3,0.3735,OK,7.3005,OK,1.0205,HIGH,7.316,OK,0.3785,OK,16.2585,OK
2025-11-05T12:09:21,CG,SP-001-25,MO00256002,3,0.3785,OK,7.314,OK,1.0125,HIGH,7.31877.2965,OK,0.3785,OK,16.265,OK
2025-11-05T12:10:35,CG,SP-001-25,MO00256002,3,0.373,OK,7.3115,OK,1.0125,HIGH,7.3145,OK,0.379,OK,16.2675,OK
2025-11-05T12:11:51,CG,SP-001-25,MO00256002,3,0.3675,OK,7.319,OK,1.0125,HIGH,7.321,OK,0.38,OK,16.2705,OK
2025-11-05T12:13:38,CG,SP-001-25,MO00256002,3,0.368,OK,7.307,OK,1.0125,HIGH,7.307,OK,0.377,OK,16.274,OK
